wl,aw,
nm,a/w,
470.590707087161,1.84942246339989,
476.062625326781,1.92053257996392,
491.383996397716,2.84496409529626,
496.855914637335,2.77385397873223,
509.44132658846,3.55606526093652,
511.630093884308,4.05383607688471,
514.913244828079,4.40938665970484,
526.951464955242,5.12048782534509,
531.328999546938,5.33381817503718,
532.423383194862,5.97380922411341,
542.820027850139,6.96935085600978,
545.555986969948,7.46712167195797,
549.386329737682,7.75156213821407,
559.782974392959,8.74710377011044,
563.613317160693,9.10265435293057,
566.349276280502,9.52931505231473,
574.557153639932,10.5248566842111,
578.387496407665,10.9515173835953,
580.576263703513,11.6626185492355,
590.425716534828,12.5870500645679,
594.256059302562,12.942600647388,
596.44482659841,13.5825916964642,
603.558320309915,14.3648029786685,
604.105512133877,15.0759041443088,
607.388663077649,15.644785076821,
610.67181402142,16.2136660093332,
613.954964965192,16.7825469418454,
617.238115908964,17.3514278743576,
620.521266852735,17.9203088068698,
623.804417796507,18.489189739382,
627.087568740279,19.0580706718942,
630.37071968405,19.6269516044065,
633.653870627822,20.1247224203546,
635.84263792367,20.6936033528669,
638.57859704348,21.191374168815,
641.861747987251,21.7602551013273,
645.144898931023,22.3291360338395,
648.428049874795,22.8980169663517,
651.164008994605,23.3246776657358,
653.899968114414,23.75133836512,
657.183119058186,24.3202192976322,
660.466270001958,24.8891002301444,
662.655037297805,25.3868710460926,
665.390996417615,25.8846418620408,
668.674147361387,26.453522794553,
671.957298305158,27.0224037270652,
674.146065601006,27.4490644264494,
677.429216544778,27.9468352423975,
680.71236748855,28.4446060583457,
682.901134784397,28.8712667577299,
686.184285728169,29.4401476902421,
689.467436671941,29.9379185061903,
691.656203967789,30.5067994387025,
694.93935491156,31.0756803712147,
697.67531403137,31.5023410705989,
702.052848623066,31.857891653419,
703.694424094952,32.4267725859312,
706.977575038723,32.9245434018794,
708.619150510609,33.5645344509556,
711.902301454381,33.9200850337758,
714.091068750228,34.560076082852,
717.374219694,34.8445165491081,
719.562986989848,35.4133974816203,
722.84613793362,35.8400581810045,
725.034905229467,36.2667188803886,
727.223672525315,36.8355998129008,
730.506823469087,37.1200402791569,
732.148398940973,37.7600313282332,
735.431549884745,38.1155819110533,
737.620317180592,38.6133527270015,
739.80908447644,39.1111235429497,
744.186619068136,39.6088943588979,
745.828194540022,40.1777752914101,
748.564153659831,40.6044359907942,
751.300112779641,40.9599865736144,
752.941688251527,41.4577573895625,
755.130455547375,41.8844180889467,
757.319222843222,42.3110787883309,
761.696757434918,42.666629371151,
764.97990837869,43.2355103036632,
766.074292026614,43.8755013527394,
769.904634794347,44.3021620521236,
772.640593914157,44.7288227515077,
774.282169386043,45.439923917148,
778.659703977738,45.7243643834041,
779.754087625662,46.4354655490444,
783.584430393396,47.1465667146846,
786.867581337168,47.8576678803249,
790.150732280939,48.2843285797091,
793.433883224711,48.8532095122213,
796.717034168483,49.4220904447335,
799.452993288292,49.9198612606817,
803.830527879988,50.3465219600658,
805.472103351874,50.915402892578,
808.208062471684,51.4131737085262,
810.944021591493,51.9109445244744,
813.679980711303,52.3376052238586,
815.868748007151,52.8353760398067,
819.151898950923,53.2620367391909,
821.887858070732,53.7598075551391,
824.623817190542,54.2575783710873,
830.095735430162,54.4709087207793,
832.831694549971,54.9686795367275,
833.926078197895,55.4664503526757,
837.756420965629,55.7508908189318,
841.586763733362,56.0353312851879,
843.228339205248,56.6042122177001,
846.51149014902,56.8886526839562,
850.341832916754,57.2442032667764,
853.077792036563,57.6708639661605,
856.360942980335,57.9553044324166,
859.096902100145,58.3108550152368,
861.832861219955,58.6664055980569,
863.47443669184,59.1641764140051,
866.21039581165,59.6619472299533,
871.135122227308,60.0174978127734,
874.418273171079,60.3730483955935,
876.607040466927,60.9419293281057,
878.248615938813,61.510810260618,
881.531766882585,61.7952507268741,
885.90930147428,61.9374709600021,
889.192452418052,62.2930215428222,
890.286836065976,62.8619024753345,
894.664370657672,63.0041227084625,
896.305946129557,63.5730036409747,
898.494713425405,64.0707744569229,
901.777864369177,64.355214923179,
904.513823488987,64.7107655059991,
907.796974432758,65.1374262053833,
910.532933552568,65.4929767882034,
913.81608449634,65.8485273710236,
917.099235440111,66.1329678372797,
920.929578207845,66.4174083035358,
924.212729151617,66.7729588863559,
927.495880095388,67.1996195857401,
931.326222863122,67.6973904016882,
934.062181982932,68.1240511010724,
937.892524750665,68.4084915673285,
942.270059342361,68.8351522667127,
946.647593934057,69.1195927329688,
949.930744877828,69.3329230826608,
954.855471293486,69.5462534323529,
960.327389533105,69.5462534323529,
965.252115948763,69.688473665481,
970.724034188382,69.9729141317371,
976.195952428002,69.759583782045,
981.667870667621,69.830693898609,
987.139788907241,70.0440242483011,
992.61170714686,69.759583782045,
995.34766626667,69.3329230826608,
1000.27239268233,69.1195927329688,
1003.00835180214,68.7640421501486,
1005.74431092195,68.4084915673285,
1008.48027004176,68.0529409845084,
1012.85780463345,67.8396106348163,
1016.68814740119,67.3418398188681,
1018.87691469703,66.8440690029199,
1021.06568199288,66.2751880704077,
1023.80164111269,65.7063071378955,
1025.99040840854,65.1374262053833,
1027.08479205646,64.5685452728711,
1029.27355935231,63.8574441072308,
1032.00951847212,63.2174530581546,
1032.55671029608,62.5063518925143,
1033.65109394401,61.7952507268741,
1034.19828576797,61.0841495612338,
1035.83986123985,60.3730483955935,
1038.57582035966,59.6619472299533,
1039.12301218363,58.950846064313,
1042.4061631274,58.2397448986727,
1042.95335495136,57.5286437330325,
1044.59493042325,56.8175425673922,
1046.23650589513,56.106441401752,
1048.42527319098,55.3953402361117,
1048.97246501494,54.6842390704714,
1051.70842413475,53.9731379048312,
1052.80280778267,53.2620367391909,
1054.99157507852,52.8353760398067,
1055.53876690248,52.1242748741665,
1056.08595872645,51.4131737085262,
1058.27472602229,50.702072542886,
1060.46349331814,49.9909713772457,
1061.0106851421,49.2798702116054,
1062.10506879003,48.5687690459652,
1064.84102790984,47.8576678803249,
1065.3882197338,47.1465667146846,
1066.48260338172,46.4354655490444,
1067.57698702965,45.7243643834041,
1069.21856250153,45.0132632177639,
1071.95452162134,44.3021620521236,
1071.95452162134,43.5910608864833,
1074.14328891719,42.8799597208431,
1075.23767256511,42.1688585552028,
1076.33205621304,41.4577573895625,
1077.42643986096,40.7466562239223,
1080.16239898077,40.035555058282,
1081.2567826287,39.3244538926417,
1082.35116627662,38.6133527270015,
1083.44554992454,37.9022515613612,
1085.08712539643,37.191150395721,
1085.63431722039,36.4800492300807,
1087.27589269228,35.7689480644404,
1088.91746816416,35.0578468988002,
1089.46465998813,34.3467457331599,
1091.10623546001,33.6356445675196,
1092.20061910793,32.9245434018794,
1093.84219457982,32.2134422362391,
1094.93657822774,31.5023410705989,
1096.57815369963,30.7912399049586,
1098.76692099548,30.0801387393183,
1098.76692099548,29.3690375736781,
1100.40849646736,28.6579364080378,
1100.95568829133,27.9468352423975,
1103.69164741114,27.2357340767573,
1103.69164741114,26.524632911117,
1105.88041470698,25.8135317454768,
1106.42760653095,25.1024305798365,
1109.16356565076,24.3913294141962,
1109.71075747472,23.680228248556,
1111.3523329466,22.9691270829157,
1112.44671659453,22.2580259172754,
1113.54110024245,21.5469247516352,
1116.27705936226,20.8358235859949,
1117.91863483415,20.1247224203546,
1119.01301848207,19.4136212547144,
1120.65459395396,18.7025200890741,
1121.74897760188,17.9914189234339,
1122.8433612498,17.2803177577936,
1124.48493672169,16.5692165921533,
1126.67370401754,15.8581154265131,
1128.31527948942,15.1470142608728,
1129.40966313735,14.4359130952326,
1130.50404678527,13.7248119295923,
1133.24000590508,13.013710763952,
1133.78719772904,12.3026095983118,
1135.97596502489,11.5915084326715,
1137.61754049678,10.8804072670312,
1138.7119241447,10.169306101391,
1139.80630779262,9.4582049357507,
1143.0894587364,8.74710377011044,
1143.63665056036,8.03600260447018,
1145.82541785621,7.32490143882991,
1151.84452791979,6.40046992349757,
1151.84452791979,5.68936875785731,
1158.41082980733,4.19605631001276,
1160.59959710318,3.69828549406458,
1163.88274804695,3.34273491124445,
